sentences,tokens,ner_tokens,FUNDAMENTO,DATA,ORGANIZACAO,PESSOA,PRODUTODELEI,LOCAL,EVENTO,lem_sentence,stem_sentence,id
"sala das sessões , em 16 de março de 2011 .","['sala', 'das', 'sessões', ',', 'em', '16', 'de', 'março', 'de', '2011', '.']","['O', 'O', 'O', 'O', 'O', 'B-DATA', 'I-DATA', 'I-DATA', 'I-DATA', 'I-DATA', 'O']",0,1,0,0,0,0,0,sala sessão 16 março 2011,sal sess 16 març 2011,10
"projeto de lei nº , de 2011 ( do sr .","['projeto', 'de', 'lei', 'nº', ',', 'de', '2011', '(', 'do', 'sr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'O', 'O', 'O', 'O']",0,1,0,0,0,0,0,projeto lei nº 2011 sr,projet lei nº 2011 sr,11
deputado hildo rocha,"['deputado', 'hildo', 'rocha']","['B-PESSOA', 'B-PESSOA', 'I-PESSOA']",0,0,0,2,0,0,0,deputado hildo rocha,deput hild roch,12
"apesar das dificuldades apontadas , conto com o discernimento dos nobres pares para , em conjunto , alcançarmos uma solução para essas graves questões .","['apesar', 'das', 'dificuldades', 'apontadas', ',', 'conto', 'com', 'o', 'discernimento', 'dos', 'nobres', 'pares', 'para', ',', 'em', 'conjunto', ',', 'alcançarmos', 'uma', 'solução', 'para', 'essas', 'graves', 'questões', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,apesar dificuldade apontar conto discernimento nobre par conjunto alcançar solução grave questão,apes dificuldad apont cont discern nobr par conjunt alcanç soluç grav quest,13
esta lei entra em vigor na data de sua publicação .,"['esta', 'lei', 'entra', 'em', 'vigor', 'na', 'data', 'de', 'sua', 'publicação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,lei entrar vigor data publicação,lei entr vig dat public,14
"projeto de lei nº , de 2011 ( do sr. marllos sampaio ) torna crime aliciar idoso para contrair empréstimos .","['projeto', 'de', 'lei', 'nº', ',', 'de', '2011', '(', 'do', 'sr.', 'marllos', 'sampaio', ')', 'torna', 'crime', 'aliciar', 'idoso', 'para', 'contrair', 'empréstimos', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATA', 'O', 'O', 'O', 'B-PESSOA', 'I-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,1,0,1,0,0,0,projeto lei nº 2011 sr. marllos Sampaio tornar crime aliciar idoso contrair empréstimo,projet lei nº 2011 sr. marll sampai torn crim alici idos contra emprést,15
"convém , ainda , que a especificação de parâmetros e exigências venha a ser tratada em regulamento , uma vez que a dinâmica da evolução tecnológica pode impor frequentes atualizações .","['convém', ',', 'ainda', ',', 'que', 'a', 'especificação', 'de', 'parâmetros', 'e', 'exigências', 'venha', 'a', 'ser', 'tratada', 'em', 'regulamento', ',', 'uma', 'vez', 'que', 'a', 'dinâmica', 'da', 'evolução', 'tecnológica', 'pode', 'impor', 'frequentes', 'atualizações', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,convém especificação parâmetro exigência vir tratar regulamento dinâmica evolução tecnológico impor frequente atualização,convém especific parâmetr exig venh trat regul dinâm evoluç tecnológ imp frequ atual,16
"o congresso nacional decreta : art . 1º esta lei acrescenta § 3º ao art . 12 da lei nº 11.947 , de 16 de junho de 2009 , para obrigar a inclusão do café e do leite nos cardápios da alimentação escolar .","['o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1º', 'esta', 'lei', 'acrescenta', '§', '3º', 'ao', 'art', '.', '12', 'da', 'lei', 'nº', '11.947', ',', 'de', '16', 'de', 'junho', 'de', '2009', ',', 'para', 'obrigar', 'a', 'inclusão', 'do', 'café', 'e', 'do', 'leite', 'nos', 'cardápios', 'da', 'alimentação', 'escolar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0,0,0,0,0,0,congresso nacional decretar art 1º lei acrescentar 3º art 12 lei nº 11.947 16 junho 2009 obrigar inclusão café leite cardápio alimentação escolar,congress nacion decret art 1º lei acrescent 3º art 12 lei nº 11.947 16 junh 2009 obrig inclus café leit cardápi aliment escol,17
"art . 2º revoga-se a lei nº 13.586 , de 28 de dezembro de 2017 .","['art', '.', '2º', 'revoga-se', 'a', 'lei', 'nº', '13.586', ',', 'de', '28', 'de', 'dezembro', 'de', '2017', '.']","['O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O']",1,0,0,0,0,0,0,art 2º revoga se lei nº 13.586 28 dezembro 2017,art 2º revoga-s lei nº 13.586 28 dezembr 2017,18
"esse é , pois , o objetivo principal desta proposição , que vem juntar-se a outras iniciativas meritórias de nossos pares nesta casa na busca de uma solução para esse grave problema que aflige nossa sociedade .","['esse', 'é', ',', 'pois', ',', 'o', 'objetivo', 'principal', 'desta', 'proposição', ',', 'que', 'vem', 'juntar-se', 'a', 'outras', 'iniciativas', 'meritórias', 'de', 'nossos', 'pares', 'nesta', 'casa', 'na', 'busca', 'de', 'uma', 'solução', 'para', 'esse', 'grave', 'problema', 'que', 'aflige', 'nossa', 'sociedade', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,objetivo principal proposição juntar se iniciativa meritório par casa busca solução grave problema afligir sociedade,obje princip propos juntar-s inici meritór par cas busc soluç grav problem aflig sociedad,19
"o problema é que , uma vez verificado que determinado município enquadrado nesta categoria de pequeno ultrapassou qualquer uma p l p n .1 9 0 / 2 0 1 9 a p re s e n ta ç ã o : 1 4 / 0 8 / 2 0 1 9 1 4 : 5 5 2 das regras previstas , as sanções aplicadas são as mesmas dos demais entes , que incluem sobretudo a inclusão do município como inadimplente no cadastro único de convênios e a suspensão imediata das transferências voluntárias da união .","['o', 'problema', 'é', 'que', ',', 'uma', 'vez', 'verificado', 'que', 'determinado', 'município', 'enquadrado', 'nesta', 'categoria', 'de', 'pequeno', 'ultrapassou', 'qualquer', 'uma', 'p', 'l', 'p', 'n', '.1', '9', '0', '/', '2', '0', '1', '9', 'a', 'p', 're', 's', 'e', 'n', 'ta', 'ç', 'ã', 'o', ':', '1', '4', '/', '0', '8', '/', '2', '0', '1', '9', '1', '4', ':', '5', '5', '2', 'das', 'regras', 'previstas', ',', 'as', 'sanções', 'aplicadas', 'são', 'as', 'mesmas', 'dos', 'demais', 'entes', ',', 'que', 'incluem', 'sobretudo', 'a', 'inclusão', 'do', 'município', 'como', 'inadimplente', 'no', 'cadastro', 'único', 'de', 'convênios', 'e', 'a', 'suspensão', 'imediata', 'das', 'transferências', 'voluntárias', 'da', 'união', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,problema verificar determinar município enquadrar categoria pequeno ultrapassar p l p n .1 9 0 2 0 1 9 p re s n ta ç ã 1 4 0 8 2 0 1 9 1 4 5 5 2 regra prever sanção aplicar mesmo ente incluir sobretudo inclusão município inadimplente cadastro único convênio suspensão imediato transferência voluntário união,problem verific determin municípi enquadr categor pequen ultrapass p l p n .1 9 0 2 0 1 9 p re s n ta ç ã 1 4 0 8 2 0 1 9 1 4 5 5 2 regr prev sanç aplic mesm ent inclu sobretud inclus municípi inadimpl cadastr únic convêni suspens imediat transfer voluntár uni,20
"o número de assassinatos tem chegado a 4,8 para cada 100 mil mulheres .","['o', 'número', 'de', 'assassinatos', 'tem', 'chegado', 'a', '4,8', 'para', 'cada', '100', 'mil', 'mulheres', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,"assassinato chegar 4,8 100 mulher","assassinat cheg 4,8 100 mulh",21
"§ 3º do número de vagas resultantes das regras previstas neste artigo , cada partido ou coligação preencherá o mínimo de 30% ( trinta por cento ) com candidaturas de mulheres e 10% ( dez por cento ) com candidaturas de jovens até 29 anos , considerando-se atendidos os dois requisitos quando coincidirem na mesma pessoa . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['§', '3º', 'do', 'número', 'de', 'vagas', 'resultantes', 'das', 'regras', 'previstas', 'neste', 'artigo', ',', 'cada', 'partido', 'ou', 'coligação', 'preencherá', 'o', 'mínimo', 'de', '30%', '(', 'trinta', 'por', 'cento', ')', 'com', 'candidaturas', 'de', 'mulheres', 'e', '10%', '(', 'dez', 'por', 'cento', ')', 'com', 'candidaturas', 'de', 'jovens', 'até', '29', 'anos', ',', 'considerando-se', 'atendidos', 'os', 'dois', 'requisitos', 'quando', 'coincidirem', 'na', 'mesma', 'pessoa', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,3º vaga resultante regra prever artigo partido coligação preencher mínimo 30 trinta candidatura mulher 10 candidatura jovem 29 ano considerar se atender requisito coincidir mesmo pessoa,3º vag result regr prev artig part colig preench mín 30 trint candidat mulh 10 candidat jov 29 ano considerando-s atend requisit coincid mesm pesso,22
esta lei entra em vigor cento e oitenta dias após sua publicação oficial .,"['esta', 'lei', 'entra', 'em', 'vigor', 'cento', 'e', 'oitenta', 'dias', 'após', 'sua', 'publicação', 'oficial', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,lei entrar vigor oitenta dia publicação oficial,lei entr vig oitent dia public ofic,23
art . 4º a concessão da subvenção a que se refere esta lei exonera o governo federal da obrigação de adquirir o produto .,"['art', '.', '4º', 'a', 'concessão', 'da', 'subvenção', 'a', 'que', 'se', 'refere', 'esta', 'lei', 'exonera', 'o', 'governo', 'federal', 'da', 'obrigação', 'de', 'adquirir', 'o', 'produto', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZACAO', 'I-ORGANIZACAO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,1,0,0,0,0,art 4º concessão subvenção referir lei exonerar governo federal obrigação adquirir produto,art 4º concess subvenç ref lei exon govern feder obrig adquir produt,24
"o congresso nacional decreta : art . 1º esta lei regula a indenização de benfeitorias a agricultores ocupantes de boa-fé em terras indígenas , nos termos estabelecidos pelo § 6º do art . 231 da constituição federal .","['o', 'congresso', 'nacional', 'decreta', ':', 'art', '.', '1º', 'esta', 'lei', 'regula', 'a', 'indenização', 'de', 'benfeitorias', 'a', 'agricultores', 'ocupantes', 'de', 'boa-fé', 'em', 'terras', 'indígenas', ',', 'nos', 'termos', 'estabelecidos', 'pelo', '§', '6º', 'do', 'art', '.', '231', 'da', 'constituição', 'federal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PESSOA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'I-FUNDAMENTO', 'O']",1,0,0,1,0,0,0,congresso nacional decretar art 1º lei regula indenização benfeitoria agricultor ocupante boa-fé terra indígena termo estabelecir 6º art 231 constituição federal,congress nacion decret art 1º lei regul inden benfeit agricul ocup boa-fé terr indígen term estabelec 6º art 231 constitu feder,25
"diante dessa realidade , o mandamento convencional e legal de integração sociocultural e laboral do refugiado admitido no brasil resta , pois , esvaziado de eficácia , havendo a necessidade de complementação da legislação existente .","['diante', 'dessa', 'realidade', ',', 'o', 'mandamento', 'convencional', 'e', 'legal', 'de', 'integração', 'sociocultural', 'e', 'laboral', 'do', 'refugiado', 'admitido', 'no', 'brasil', 'resta', ',', 'pois', ',', 'esvaziado', 'de', 'eficácia', ',', 'havendo', 'a', 'necessidade', 'de', 'complementação', 'da', 'legislação', 'existente', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,1,0,realidade mandamento convencional legal integração sociocultural laboral refugiado admitir Brasil restar esvaziar eficácia haver necessidade complementação legislação existente,real mand convenc legal integr sociocult labor refugi admit brasil rest esvazi eficác hav necess complement legisl exist,26
§ 2º a escritura e demais atos notariais serão gratuitos aos hipossuficientes econômicos . ”,"['§', '2º', 'a', 'escritura', 'e', 'demais', 'atos', 'notariais', 'serão', 'gratuitos', 'aos', 'hipossuficientes', 'econômicos', '.', '”']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,2º escritura ato notarial ser gratuito hipossuficiente econômico,2º escrit ato notar ser gratuit hipossufici econôm,27
esses mecanismos devem estar relacionados exatamente à execução da pena .,"['esses', 'mecanismos', 'devem', 'estar', 'relacionados', 'exatamente', 'à', 'execução', 'da', 'pena', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,mecanismo relacionado exatamente execução pena,mecan relacion exat execuç pen,28
"igualmente nocivos são os efeitos dos saltos altos sobre a coluna infantil , consistindo no aumento da curvatura da região lombar em decorrência da projeção para a frente do centro de gravidade corporal , o que pode gerar dores e , até mesmo , mudanças na posição da coluna .","['igualmente', 'nocivos', 'são', 'os', 'efeitos', 'dos', 'saltos', 'altos', 'sobre', 'a', 'coluna', 'infantil', ',', 'consistindo', 'no', 'aumento', 'da', 'curvatura', 'da', 'região', 'lombar', 'em', 'decorrência', 'da', 'projeção', 'para', 'a', 'frente', 'do', 'centro', 'de', 'gravidade', 'corporal', ',', 'o', 'que', 'pode', 'gerar', 'dores', 'e', ',', 'até', 'mesmo', ',', 'mudanças', 'na', 'posição', 'da', 'coluna', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0,0,0,0,0,0,0,igualmente nocivos efeito salto alto coluna infantil consistir aumento curvatura região lombar decorrência projeção frente Centro gravidade corporal gerar dor mudança coluna,igual nociv efeit salt alt colun infantil consist aument curvat reg lomb decorr projeç frent centr grav corpor ger dor mudanç colun,29
